
#Surface 0 of 1 surfaces

# Contour 0, label:    0.012
 0.327495  0.469388  0.012 
 0.326531  0.466783  0.012 
 0.317843  0.44898  0.012 
 0.306122  0.4336  0.012 
 0.300427  0.428571  0.012 
 0.285714  0.418972  0.012 
 0.265306  0.411867  0.012 
 0.244898  0.4105  0.012 
 0.22449  0.414756  0.012 
 0.204082  0.424994  0.012 
 0.19966  0.428571  0.012 
 0.183673  0.446233  0.012 
 0.181894  0.44898  0.012 
 0.173231  0.469388  0.012 
 0.169036  0.489796  0.012 
 0.169036  0.510204  0.012 
 0.17323  0.530612  0.012 
 0.181893  0.55102  0.012 
 0.183673  0.55377  0.012 
 0.199657  0.571429  0.012 
 0.204082  0.575008  0.012 
 0.22449  0.585247  0.012 
 0.244898  0.589502  0.012 
 0.265306  0.588134  0.012 
 0.285714  0.581029  0.012 
 0.300427  0.571429  0.012 
 0.306122  0.5664  0.012 
 0.317843  0.55102  0.012 
 0.326531  0.533216  0.012 
 0.327495  0.530612  0.012 
 0.331245  0.510204  0.012 
 0.331245  0.489796  0.012 
 0.327495  0.469388  0.012 


# Contour 1, label:     0.01
 0.368329  0.469388  0.01 
 0.367347  0.464987  0.01 
 0.363115  0.44898  0.01 
 0.354618  0.428571  0.01 
 0.346939  0.415504  0.01 
 0.341435  0.408163  0.01 
 0.326531  0.392998  0.01 
 0.319405  0.387755  0.01 
 0.306122  0.379762  0.01 
 0.285714  0.371758  0.01 
 0.265306  0.367534  0.01 
 0.260607  0.367347  0.01 
 0.244898  0.366788  0.01 
 0.239833  0.367347  0.01 
 0.22449  0.369258  0.01 
 0.204082  0.375352  0.01 
 0.183673  0.38555  0.01 
 0.18056  0.387755  0.01 
 0.163265  0.402885  0.01 
 0.158745  0.408163  0.01 
 0.145408  0.428571  0.01 
 0.142857  0.434028  0.01 
 0.137157  0.44898  0.01 
 0.132188  0.469388  0.01 
 0.129781  0.489796  0.01 
 0.129781  0.510204  0.01 
 0.132187  0.530612  0.01 
 0.137156  0.55102  0.01 
 0.142857  0.565976  0.01 
 0.145406  0.571429  0.01 
 0.158742  0.591837  0.01 
 0.163265  0.597118  0.01 
 0.180556  0.612245  0.01 
 0.183673  0.614453  0.01 
 0.204082  0.624651  0.01 
 0.22449  0.630745  0.01 
 0.239814  0.632653  0.01 
 0.244898  0.633214  0.01 
 0.26065  0.632653  0.01 
 0.265306  0.632467  0.01 
 0.285714  0.628243  0.01 
 0.306122  0.620238  0.01 
 0.319404  0.612245  0.01 
 0.326531  0.607001  0.01 
 0.341433  0.591837  0.01 
 0.346939  0.584494  0.01 
 0.354616  0.571429  0.01 
 0.363114  0.55102  0.01 
 0.367347  0.535009  0.01 
 0.368328  0.530612  0.01 
 0.370582  0.510204  0.01 
 0.370582  0.489796  0.01 
 0.368329  0.469388  0.01 


# Contour 2, label:    0.008
 0.391048  0.428571  0.008 
 0.387755  0.419458  0.008 
 0.382926  0.408163  0.008 
 0.371123  0.387755  0.008 
 0.367347  0.38264  0.008 
 0.353025  0.367347  0.008 
 0.346939  0.362081  0.008 
 0.326531  0.348898  0.008 
 0.322279  0.346939  0.008 
 0.306122  0.340437  0.008 
 0.285714  0.335127  0.008 
 0.265306  0.332327  0.008 
 0.244898  0.331792  0.008 
 0.22449  0.333476  0.008 
 0.204082  0.337524  0.008 
 0.183673  0.344295  0.008 
 0.178095  0.346939  0.008 
 0.163265  0.355069  0.008 
 0.147187  0.367347  0.008 
 0.142857  0.371376  0.008 
 0.129246  0.387755  0.008 
 0.122449  0.398374  0.008 
 0.117322  0.408163  0.008 
 0.109303  0.428571  0.008 
 0.103742  0.44898  0.008 
 0.102041  0.458725  0.008 
 0.100397  0.469388  0.008 
 0.098852  0.489796  0.008 
 0.0988518  0.510204  0.008 
 0.100396  0.530612  0.008 
 0.102041  0.541279  0.008 
 0.103741  0.55102  0.008 
 0.109302  0.571429  0.008 
 0.11732  0.591837  0.008 
 0.122449  0.60163  0.008 
 0.129243  0.612245  0.008 
 0.142857  0.628628  0.008 
 0.147183  0.632653  0.008 
