 0. 0. 0.
 0. 0.11111111 0.
 0. 0.22222222 0.
 0. 0.33333334 0.
 0. 0.44444445 0.
 0. 0.5555556 0.
 0. 0.6666667 0.
 0. 0.7777778 0.
 0. 0.8888889 0.
 0. 1. 0.

 0.11111111 0. 0.
 0.11111111 0.11111111 -0.0021288686
 0.11111111 0.22222222 0.00082191196
 0.11111111 0.33333334 0.0055300063
 0.11111111 0.44444445 0.008851409
 0.11111111 0.5555556 0.0088507375
 0.11111111 0.6666667 0.005528233
 0.11111111 0.7777778 0.00081971294
 0.11111111 0.8888889 -0.0021305112
 0.11111111 1. 0.

 0.22222222 0. 0.
 0.22222222 0.11111111 -0.0032604835
 0.22222222 0.22222222 0.0012612395
 0.22222222 0.33333334 0.008474986
 0.22222222 0.44444445 0.013563841
 0.22222222 0.5555556 0.013562646
 0.22222222 0.6666667 0.008471833
 0.22222222 0.7777778 0.0012573282
 0.22222222 0.8888889 -0.0032634053
 0.22222222 1. 0.

 0.33333334 0. 0.
 0.33333334 0.11111111 -0.0028639499
 0.33333334 0.22222222 0.001114889
 0.33333334 0.33333334 0.007460084
 0.33333334 0.44444445 0.011935644
 0.33333334 0.5555556 0.011934119
 0.33333334 0.6666667 0.007456059
 0.33333334 0.7777778 0.001109898
 0.33333334 0.8888889 -0.0028676796
 0.33333334 1. 0.

 0.44444445 0. 0.
 0.44444445 0.11111111 -0.0011238694
 0.44444445 0.22222222 0.00045300307
 0.44444445 0.33333334 0.00296229
 0.44444445 0.44444445 0.0047309245
 0.44444445 0.5555556 0.0047292835
 0.44444445 0.6666667 0.0029579562
 0.44444445 0.7777778 0.00044762858
 0.44444445 0.8888889 -0.001127887
 0.44444445 1. 0.

 0.5555556 0. 0.
 0.5555556 0.11111111 0.0011459844
 0.5555556 0.22222222 -0.00041395563
 0.5555556 0.33333334 -0.0029128657
 0.5555556 0.44444445 -0.004678122
 0.5555556 0.5555556 -0.0046796734
 0.5555556 0.6666667 -0.002916965
 0.5555556 0.7777778 -0.00041903908
 0.5555556 0.8888889 0.001142183
 0.5555556 1. 0.

 0.6666667 0. 0.
 0.6666667 0.11111111 0.0028834485
 0.6666667 0.22222222 -0.0010804561
 0.6666667 0.33333334 -0.007416495
 0.6666667 0.44444445 -0.011889071
 0.6666667 0.5555556 -0.011890359
 0.6666667 0.6666667 -0.007419899
 0.6666667 0.7777778 -0.0010846771
 0.6666667 0.8888889 0.002880291
 0.6666667 1. 0.

 0.7777778 0. 0.
 0.7777778 0.11111111 0.0032750356
 0.7777778 0.22222222 -0.0012355353
 0.7777778 0.33333334 -0.008442441
 0.7777778 0.44444445 -0.01352906
 0.7777778 0.5555556 -0.013529961
 0.7777778 0.6666667 -0.008444822
 0.7777778 0.7777778 -0.0012384874
 0.7777778 0.8888889 0.003272827
 0.7777778 1. 0.

 0.8888889 0. 0.
 0.8888889 0.11111111 0.0021366803
 0.8888889 0.22222222 -0.00080811017
 0.8888889 0.33333334 -0.0055125267
 0.8888889 0.44444445 -0.008832725
 0.8888889 0.5555556 -0.0088331755
 0.8888889 0.6666667 -0.0055137184
 0.8888889 0.7777778 -0.00080958736
 0.8888889 0.8888889 0.0021355748
 0.8888889 1. 0.

 1. 0. 0.
 1. 0.11111111 0.
 1. 0.22222222 0.
 1. 0.33333334 0.
 1. 0.44444445 0.
 1. 0.5555556 0.
 1. 0.6666667 0.
 1. 0.7777778 0.
 1. 0.8888889 0.
 1. 1. 0.

